id,category,difficulty,level,question,option_a,option_b,option_c,option_d,correct_answer,points,time_limit_seconds,bible_reference
emek_q187,acts-and-epistles,medium,5,Who joined Paul as a younger coworker and received two New Testament letters?,Timothy,Mark,Silas,Titus,A,30,25,1 Timothy 1:2
emek_q188,acts-and-epistles,medium,5,Which coworker did Paul leave sick at Miletus?,Trophimus,Luke,Timothy,Titus,A,30,25,2 Timothy 4:20
emek_q189,acts-and-epistles,medium,5,Which woman is described as a seller of purple goods and a believer in Philippi?,Lydia,Priscilla,Phoebe,Dorcas,A,30,25,Acts 16:14-15
emek_q190,acts-and-epistles,medium,5,What did the Philippian jailer do after the earthquake opened the prison doors?,He fled,He asked how to be saved,He arrested Paul again,He slept,B,30,25,Acts 16:29-30
emek_q191,acts-and-epistles,medium,5,What did Paul and Silas do at midnight in prison?,Sang hymns and prayed,Slept,Escaped,Preached to soldiers,A,30,25,Acts 16:25
emek_q192,acts-and-epistles,medium,5,Who was Paul's teacher before he became a Christian missionary?,Gamaliel,Nicodemus,Caiaphas,Annas,A,30,25,Acts 22:3
emek_q193,acts-and-epistles,medium,5,Where were believers first called Christians?,Jerusalem,Antioch,Rome,Corinth,B,30,25,Acts 11:26
emek_q194,acts-and-epistles,medium,5,What did the Bereans do when Paul preached?,They searched the Scriptures daily,They rejected all teaching,They arrested Paul,They left the city,A,30,25,Acts 17:11
emek_q195,acts-and-epistles,medium,5,Which church had divisions that Paul strongly addressed in 1 Corinthians?,Corinth,Ephesus,Rome,Philippi,A,30,25,1 Corinthians 1:10-13
emek_q196,acts-and-epistles,medium,5,What metaphor does Paul use for the church in relation to Christ?,A kingdom of stones,The body of Christ,A Roman army,A school,B,30,25,1 Corinthians 12:27
emek_q197,acts-and-epistles,medium,5,Which chapter is famous for describing the 'love' that is patient and kind?,1 Corinthians 8,1 Corinthians 10,1 Corinthians 13,1 Corinthians 15,C,30,25,1 Corinthians 13:4
emek_q198,acts-and-epistles,medium,5,What does Paul call the resurrection body in 1 Corinthians 15?,A spiritual body,A political body,A temporary body,A wooden body,A,30,25,1 Corinthians 15:44
emek_q199,acts-and-epistles,medium,5,Which letter contains the 'armor of God' passage?,Ephesians,Romans,Galatians,Colossians,A,30,25,Ephesians 6:11-17
emek_q200,acts-and-epistles,medium,5,What is called the 'sword of the Spirit' in Ephesians 6?,Prayer,The word of God,Faith,Truth,B,30,25,Ephesians 6:17
emek_q201,the-gospels,medium,6,What food did Jesus multiply?,Bread and wine,Five loaves and two fish,Manna and quail,Grapes and olives,B,35,25,Matthew 14:19
emek_q202,the-gospels,medium,6,Who did Peter confess Jesus to be?,A great prophet,John the Baptist returned,Elijah returned,"The Christ, the Son of the living God",D,35,25,Matthew 16:16
emek_q203,the-gospels,medium,6,What did the heavenly voice say about Jesus?,"This is the Messiah, come at last",This is my beloved Son; listen to him,Behold the Lamb of God,Worship him forever,B,35,25,Matthew 17:5
emek_q204,the-gospels,medium,6,How many times did Peter suggest forgiving?,Three times,Seventy times,Ten times,Seven times,D,35,25,Matthew 18:21
emek_q205,the-gospels,medium,6,What did the crowd shout?,"Crucify him, crucify him",Hosanna to the Son of David,Give us Barabbas,Away with this man,B,35,25,Matthew 21:9
emek_q206,the-gospels,medium,6,What did Jesus identify with His body?,Wine,The temple,A lamb,Bread,D,35,25,Matthew 26:26
emek_q207,the-gospels,medium,6,What did Jesus pray in Gethsemane?,"Father, forgive them","Not my will, but yours, be done",It is finished,Why have you forsaken me,B,35,25,Matthew 26:39
emek_q208,the-gospels,medium,6,What did the centurion confess?,This man was innocent,Truly this was a great prophet,Truly this was the King of the Jews,Truly this was the Son of God,D,35,25,Matthew 27:54
emek_q209,the-gospels,medium,6,What did Jesus command regarding all nations?,Conquer them,Make disciples,Judge them,Tax them,B,35,25,Matthew 28:19
emek_q210,the-gospels,medium,6,What did Jesus promise His disciples?,You will never suffer,You will rule the earth,You will never be tempted,I am with you always,D,35,25,Matthew 28:20
emek_q211,the-gospels,medium,6,What did Jesus say had come near?,The day of judgment,The kingdom of God,The end of the age,The new temple,B,35,25,Mark 1:15
emek_q212,the-gospels,medium,6,Who did Jesus say needs a physician?,The righteous,The wealthy,The religious leaders,Those who are sick,D,35,25,Mark 2:17
emek_q213,the-gospels,medium,6,What did Jesus say to the wind and sea?,Depart from me,Peace! Be still!,Be healed,Rise and shine,B,35,25,Mark 4:39
emek_q214,the-gospels,medium,6,What words did Jesus speak when raising the girl?,"Lazarus, come forth",Rise and walk,Peace be with you,Talitha cumi,D,35,25,Mark 5:41
emek_q215,the-gospels,medium,6,What must a disciple take up?,His sword,His cross,His inheritance,His staff,B,35,25,Mark 8:34
emek_q216,the-gospels,medium,6,Why did the Son of Man come?,To rule as an earthly king,To judge the nations immediately,To rebuild the temple,To serve and give His life as a ransom,D,35,25,Mark 10:45
emek_q217,the-gospels,medium,6,How should we love God?,Through sacrifices alone,"With all our heart, soul, mind, and strength",By keeping festivals,Through wealth given to the poor,B,35,25,Mark 12:30
emek_q218,the-gospels,medium,6,What did the angel say about Jesus?,He has ascended,He will return soon,He is sleeping,He has risen,D,35,25,Mark 16:6
emek_q219,the-gospels,medium,6,What name was Mary told to give her son?,Immanuel,Jesus,John,Emmanuel,B,35,25,Luke 1:31
emek_q220,the-gospels,medium,6,How did Mary respond to God's message?,How can this be,I am not worthy,I am afraid,Let it be to me according to your word,D,35,25,Luke 1:38
emek_q221,kings-and-prophets,medium,6,Which Old Testament prophet saw the Lord seated on a throne in the temple?,Isaiah,Jeremiah,Ezekiel,Daniel,A,35,25,Isaiah 6:1
emek_q222,kings-and-prophets,medium,6,What did Isaiah's seraphim proclaim?,"Holy, holy, holy","Peace, peace, peace",Glory to David,The king is coming,A,35,25,Isaiah 6:3
emek_q223,kings-and-prophets,medium,6,Which prophet married Gomer as a sign of God's relationship with Israel?,Hosea,Amos,Joel,Micah,A,35,25,Hosea 1:2-3
emek_q224,kings-and-prophets,medium,6,Which prophet was told to lie on his side as a prophetic sign?,Ezekiel,Isaiah,Jeremiah,Daniel,A,35,25,Ezekiel 4:4-6
emek_q225,kings-and-prophets,medium,6,Which prophet interpreted Nebuchadnezzar's dream of a great statue?,Daniel,Ezekiel,Jeremiah,Isaiah,A,35,25,Daniel 2:31-45
emek_q226,kings-and-prophets,medium,6,What did Daniel refuse to eat from the king's provision?,The king's food and wine,Bread and water,Fruit,Fish,A,35,25,Daniel 1:8
emek_q227,kings-and-prophets,medium,6,How many men were thrown into the fiery furnace?,2,3,4,7,B,35,25,Daniel 3:23
emek_q228,kings-and-prophets,medium,6,Who was thrown into the lions' den?,Daniel,Jeremiah,Ezra,Nehemiah,A,35,25,Daniel 6:16
emek_q229,kings-and-prophets,medium,6,What was Nehemiah's role before rebuilding Jerusalem's wall?,Cupbearer to the king,Soldier,Priest,Tax collector,A,35,25,Nehemiah 1:11
emek_q230,kings-and-prophets,medium,6,Who led the rebuilding of Jerusalem's temple after the exile with Zerubbabel?,Joshua the high priest,David,Samuel,Elijah,A,35,25,Zechariah 3:1
emek_q231,kings-and-prophets,medium,6,Which priest and scribe led a return to Jerusalem and taught the Law?,Ezra,Aaron,Eli,Zadok,A,35,25,Ezra 7:10
emek_q232,kings-and-prophets,medium,6,Which book records the rebuilding of Jerusalem's wall?,Nehemiah,Ezra,Esther,Haggai,A,35,25,Nehemiah 6:15
emek_q233,kings-and-prophets,medium,6,Who became queen and helped save the Jewish people from Haman's plot?,Esther,Ruth,Deborah,Vashti,A,35,25,Esther 4:14-16
emek_q234,kings-and-prophets,medium,6,Who was Esther's cousin and guardian?,Mordecai,Haman,Ahasuerus,Ezra,A,35,25,Esther 2:7
emek_q235,kings-and-prophets,medium,6,Who plotted to destroy the Jews in the book of Esther?,Haman,Mordecai,Nehemiah,Sanballat,A,35,25,Esther 3:5-6
emek_q236,kings-and-prophets,medium,6,Which book contains the phrase 'The fear of the LORD is the beginning of knowledge'?,Proverbs,Psalms,Job,Ecclesiastes,A,35,25,Proverbs 1:7
emek_q237,kings-and-prophets,medium,6,Which book repeatedly reflects on the phrase 'vanity of vanities'?,Ecclesiastes,Proverbs,Song of Songs,Lamentations,A,35,25,Ecclesiastes 1:2
emek_q238,kings-and-prophets,medium,6,Who is identified as the author of many wisdom sayings in Proverbs?,Solomon,David,Asaph,Ezra,A,35,25,Proverbs 1:1
emek_q239,kings-and-prophets,medium,6,Which book is a poetic celebration of marital love?,Song of Songs,Ruth,Esther,Lamentations,A,35,25,Song of Songs 1:1
emek_q240,kings-and-prophets,medium,6,Which psalm begins 'The LORD is my shepherd'?,Psalm 1,Psalm 23,Psalm 51,Psalm 119,B,35,25,Psalm 23:1
emek_q241,the-gospels,hard,7,What did the angel announce?,A warning of judgment,Good news of great joy,A call to repentance,A new law,B,40,30,Luke 2:10
emek_q242,the-gospels,hard,7,In what did Jesus increase?,Wealth and power,Fame and honor,Followers and disciples,"Wisdom, stature, and favor",D,40,30,Luke 2:52
emek_q243,the-gospels,hard,7,How long was Jesus in the wilderness?,Seven days,Forty days,Three days,A full year,B,40,30,Luke 4:2
emek_q244,the-gospels,hard,7,What did Jesus marvel at in the centurion?,His wealth,His authority,His kindness,His faith,D,40,30,Luke 7:9
emek_q245,the-gospels,hard,7,How should we love our neighbor?,More than ourselves,As ourselves,Only if they are kind,As strangers,B,40,30,Luke 10:27
emek_q246,the-gospels,hard,7,Who was attacked on the road to Jericho?,A priest,A Samaritan,A Roman soldier,A man traveling from Jerusalem,D,40,30,Luke 10:30
emek_q247,the-gospels,hard,7,What did the father say about the prodigal son?,He must earn his place back,He was lost and is found,He should leave again,He was never truly gone,B,40,30,Luke 15:24
emek_q248,the-gospels,hard,7,What did the tax collector pray?,I thank you that I am not like others,"Lord, I have kept the Law",Bless my offerings,"God, be merciful to me, a sinner",D,40,30,Luke 18:13
emek_q249,the-gospels,hard,7,What tree did Zacchaeus climb?,An olive tree,A sycamore tree,A fig tree,A palm tree,B,40,30,Luke 19:4
emek_q250,the-gospels,hard,7,What did Jesus pray about the cup?,"Father, forgive them",It is finished,Why have you forsaken me,"Not my will, but yours, be done",D,40,30,Luke 22:42
emek_q251,the-gospels,hard,7,What did Jesus promise the repentant criminal?,Your sins are forgiven,Today you will be with me in paradise,You will see the kingdom come,Wait for the resurrection,B,40,30,Luke 23:43
emek_q252,the-gospels,hard,7,What did the angels say about Jesus?,He has ascended to heaven,He will return in glory,Do not be afraid,He has risen,D,40,30,Luke 24:6
emek_q253,the-gospels,hard,7,How does John's Gospel begin?,In the beginning God created,In the beginning was the Word,There was a man sent from God,The kingdom of heaven is at hand,B,40,30,John 1:1
emek_q254,the-gospels,hard,7,What title does John use for the Word in John 1:1?,God,A prophet,An angel,A priest,A,40,30,John 1:1
emek_q255,the-gospels,hard,7,What did Jesus turn water into?,Oil,Wine,Milk,Blood,B,40,30,John 2:9
emek_q256,the-gospels,hard,7,What did God give because He loved the world?,The Law,The prophets,Eternal blessings,His only Son,D,40,30,John 3:16
emek_q257,the-gospels,hard,7,How must God be worshiped?,With sacrifices and offerings,In spirit and truth,At the temple only,Through fasting alone,B,40,30,John 4:24
emek_q258,the-gospels,hard,7,What did Jesus call Himself?,The light of the world,The good shepherd,The true vine,The bread of life,D,40,30,John 6:35
emek_q259,the-gospels,hard,7,What kind of shepherd is Jesus?,A hired hand,A watchful shepherd,A silent shepherd,The good shepherd,D,40,30,John 10:11
emek_q260,the-gospels,hard,7,What is famously the shortest verse in many English Bibles?,Pray without ceasing,Jesus wept,Rejoice always,God is love,B,40,30,John 11:35
emek_q261,kings-and-prophets,hard,7,Which judge defeated Midian with only 300 men?,Gideon,Samson,Jephthah,Othniel,A,40,30,Judges 7:7
emek_q262,kings-and-prophets,hard,7,What did Gideon's soldiers carry when they surrounded the Midianites?,"Trumpets, jars, and torches",Swords and shields,Bows and arrows,Spears and chariots,A,40,30,Judges 7:16
emek_q263,kings-and-prophets,hard,7,Which woman judged Israel and accompanied Barak?,Deborah,Jael,Hannah,Abigail,A,40,30,Judges 4:4-6
emek_q264,kings-and-prophets,hard,7,Who killed Sisera?,Jael,Deborah,Rahab,Delilah,A,40,30,Judges 4:21
emek_q265,kings-and-prophets,hard,7,Which judge made a rash vow involving his daughter?,Jephthah,Gideon,Samson,Ehud,A,40,30,Judges 11:30-39
emek_q266,kings-and-prophets,hard,7,Which judge was left-handed and assassinated King Eglon?,Ehud,Othniel,Samgar,Gideon,A,40,30,Judges 3:15-21
emek_q267,kings-and-prophets,hard,7,Which woman hid Israelite spies under stalks of flax?,Rahab,Ruth,Deborah,Miriam,A,40,30,Joshua 2:6
emek_q268,kings-and-prophets,hard,7,What occupation did Rahab have in Jericho?,Innkeeper/prostitute,Queen,Prophet,Farmer,A,40,30,Joshua 2:1
emek_q269,kings-and-prophets,hard,7,Which tribe received the city of Jerusalem as part of its inheritance?,Judah,Dan,Naphtali,Reuben,A,40,30,Joshua 15:63
emek_q270,kings-and-prophets,hard,7,Who was the first king of the united monarchy after the judges?,Saul,David,Solomon,Rehoboam,A,40,30,1 Samuel 10:24
emek_q271,kings-and-prophets,hard,7,Which king built the first temple in Jerusalem?,Solomon,David,Hezekiah,Josiah,A,40,30,1 Kings 6:1
emek_q272,kings-and-prophets,hard,7,Which king famously showed unusual wisdom when two women claimed the same baby?,Solomon,David,Saul,Hezekiah,A,40,30,1 Kings 3:16-28
emek_q273,kings-and-prophets,hard,7,Which king was healed after praying when Isaiah told him he would die?,Hezekiah,Josiah,Manasseh,Ahab,A,40,30,2 Kings 20:1-6
emek_q274,kings-and-prophets,hard,7,Which king found the Book of the Law during temple repairs and led reforms?,Josiah,Ahab,Rehoboam,Jeroboam,A,40,30,2 Kings 22:8-13
emek_q275,kings-and-prophets,hard,7,Which king of Israel married Jezebel?,Ahab,Saul,Omri,Jehu,A,40,30,1 Kings 16:31
emek_q276,kings-and-prophets,hard,7,Which king of Israel was killed by Jehu after a short reign?,Jehoram,Ahab,Jeroboam II,Omri,A,40,30,2 Kings 9:24
emek_q277,kings-and-prophets,hard,7,Which prophet confronted King Ahab over Naboth's vineyard?,Elijah,Elisha,Nathan,Samuel,A,40,30,1 Kings 21:17-19
emek_q278,kings-and-prophets,hard,7,Which Syrian commander was healed of leprosy after washing in the Jordan?,Naaman,Ben-hadad,Hazael,Neco,A,40,30,2 Kings 5:14
emek_q279,kings-and-prophets,hard,7,How many times did Naaman wash in the Jordan?,3,5,7,10,C,40,30,2 Kings 5:10-14
emek_q280,kings-and-prophets,hard,7,Which prophet made an iron axe head float?,Elisha,Elijah,Isaiah,Jeremiah,A,40,30,2 Kings 6:6
emek_q281,the-gospels,hard,8,Whom did Jesus call out of the tomb?,Jairus' daughter,The widow's son,A centurion's servant,Lazarus,D,45,30,John 11:43
emek_q282,the-gospels,hard,8,What did Jesus wash for His disciples?,Their hands,Their feet,Their robes,Their heads,B,45,30,John 13:14
emek_q283,the-gospels,hard,8,What did Jesus say He is?,The bread of life,The good shepherd,The true vine,"The way, the truth, and the life",D,45,30,John 14:6
emek_q284,the-gospels,hard,8,What did Jesus compare His followers to?,Sheep,Branches,Salt,Lamps,B,45,30,John 15:5
emek_q285,the-gospels,hard,8,What will the Spirit of truth do?,Judge the world,Reveal the future only,Replace the Scriptures,Guide into all truth,D,45,30,John 16:13
emek_q286,the-gospels,hard,8,What did Jesus say before He died?,Into your hands I commit my spirit,It is finished,"Father, forgive them",Why have you forsaken me,B,45,30,John 19:30
emek_q287,the-gospels,hard,8,What did Jesus invite Thomas to examine?,The empty tomb,The folded grave clothes,A written scroll,His wounds,D,45,30,John 20:27
emek_q288,the-gospels,hard,8,What did Jesus ask Peter three times?,Will you follow me,Do you love me?,Do you believe,Are you faithful,B,45,30,John 21:15
emek_q289,acts-and-epistles,hard,8,What would the disciples receive when the Spirit came?,Wisdom,Riches,Authority over nations,Power,D,45,30,Acts 1:8
emek_q290,acts-and-epistles,hard,8,What happened when the Holy Spirit came at Pentecost?,They fell asleep,They spoke in other tongues,They saw a vision of angels,They fasted for forty days,B,45,30,Acts 2:4
emek_q291,acts-and-epistles,hard,8,What did Peter tell the crowd to do?,Sell their possessions,Return to the temple,Fast and pray,Repent and be baptized,D,45,30,Acts 2:38
emek_q292,acts-and-epistles,hard,8,In whose name is salvation found?,Moses,Jesus,The prophets,The Law,B,45,30,Acts 4:12
emek_q293,acts-and-epistles,hard,8,Who was chosen among the seven?,Barnabas,Timothy,Silas,Stephen,D,45,30,Acts 6:5
emek_q294,acts-and-epistles,hard,8,What did Jesus ask Saul on the Damascus road?,Why do you not believe,Why are you persecuting me?,Who are you,Where are you going,B,45,30,Acts 9:4
emek_q295,acts-and-epistles,hard,8,Who was called 'Son of Encouragement' by the apostles?,Barnabas,Silas,Titus,Stephen,A,45,30,Acts 4:36
emek_q296,acts-and-epistles,hard,8,What other name is Saul called?,Silas,Paul,Barnabas,Stephen,B,45,30,Acts 13:9
emek_q297,acts-and-epistles,hard,8,What did the Philippian jailer ask?,Who are you,Why do you sing,Where is my sword,What must I do to be saved?,D,45,30,Acts 16:30
emek_q298,acts-and-epistles,hard,8,Why were the Bereans commended?,They gave generously,They examined the Scriptures daily,They built a synagogue,They welcomed Paul with gifts,B,45,30,Acts 17:11
emek_q299,acts-and-epistles,hard,8,What saying about giving did Paul quote?,God loves a cheerful giver,Give and it will be given to you,"Freely you received, freely give",It is more blessed to give than to receive,D,45,30,Acts 20:35
emek_q300,acts-and-epistles,hard,8,Who has sinned?,Only the wicked,All have sinned,Only the Gentiles,Only Adam and Eve,B,45,30,Romans 3:23
emek_q301,the-gospels,hard,8,Which Gospel contains the Sermon on the Mount?,Matthew,Mark,Luke,John,A,45,30,Matthew 5:1-2
emek_q302,the-gospels,hard,8,Which Gospel contains the Sermon on the Plain?,Luke,Matthew,Mark,John,A,45,30,Luke 6:17-20
emek_q303,the-gospels,hard,8,What prayer did Jesus teach His disciples as a model prayer?,The Lord's Prayer,The Prayer of Jabez,Hannah's Prayer,Solomon's Prayer,A,45,30,Matthew 6:9-13
emek_q304,the-gospels,hard,8,"According to Jesus, what are the two greatest commandments?",Love God and love your neighbor,Fast and give money,Pray and sing,Keep festivals and sacrifices,A,45,30,Matthew 22:37-39
emek_q305,the-gospels,hard,8,"In the parable of the Good Samaritan, who helped the wounded man?",A Samaritan,A priest,A Levite,A Roman soldier,A,45,30,Luke 10:33-37
emek_q306,the-gospels,hard,8,"In the parable of the Prodigal Son, what did the father do when the son returned?",Welcomed him with compassion,Sent him away,Made him a servant,Refused to speak to him,A,45,30,Luke 15:20-24
emek_q307,the-gospels,hard,8,"In the parable of the Sower, what does the seed represent?",The word of God,Money,Israel,The angels,A,45,30,Luke 8:11
emek_q308,the-gospels,hard,8,What did the wise men follow to find Jesus?,A star,A rainbow,A pillar of fire,A comet mentioned by Isaiah,A,45,30,Matthew 2:2
emek_q309,the-gospels,hard,8,Which disciple asked Jesus to show them the Father?,Philip,Thomas,Andrew,James,A,45,30,John 14:8
emek_q310,the-gospels,hard,8,Which disciple wanted to put his finger in Jesus' wounds?,Thomas,Peter,John,Judas,A,45,30,John 20:25
emek_q311,the-gospels,hard,8,Who was the first person to see the risen Jesus according to John's Gospel?,Mary Magdalene,Peter,John,Thomas,A,45,30,John 20:14-18
emek_q312,the-gospels,hard,8,What did Jesus say on the cross in Aramaic that Mark records?,"My God, my God, why have you forsaken me?","Father, forgive them",It is finished,Into your hands I commit my spirit,A,45,30,Mark 15:34
emek_q313,the-gospels,hard,8,What was the name of the garden where Jesus prayed before His arrest?,Gethsemane,Eden,Cana,Bethany,A,45,30,Matthew 26:36
emek_q314,the-gospels,hard,8,Who cut off the ear of the high priest's servant?,Peter,John,James,Andrew,A,45,30,John 18:10
emek_q315,the-gospels,hard,8,What was the servant's name whose ear was cut off?,Malchus,Barabbas,Bartimaeus,Lazarus,A,45,30,John 18:10
emek_q316,the-gospels,hard,8,Who carried Jesus' cross according to the Synoptic Gospels?,Simon of Cyrene,Joseph of Arimathea,Nicodemus,Barabbas,A,45,30,Mark 15:21
emek_q317,the-gospels,hard,8,Who provided the tomb in which Jesus was buried?,Joseph of Arimathea,Nicodemus,Peter,John,A,45,30,Matthew 27:57-60
emek_q318,the-gospels,hard,8,Who helped Joseph of Arimathea with Jesus' burial according to John?,Nicodemus,Thomas,Matthew,Caiaphas,A,45,30,John 19:39-40
emek_q319,the-gospels,hard,8,What did the women find rolled away from Jesus' tomb?,The stone,The curtain,The cross,The gate,A,45,30,Luke 24:2
emek_q320,acts-and-epistles,hard,8,How many days did Jesus appear on earth between His resurrection and ascension according to Acts?,7,20,40,50,C,45,30,Acts 1:3
emek_q321,acts-and-epistles,hard,9,How did God demonstrate His love?,He sent the Law,He gave the prophets,He blessed the righteous,Christ died for us while we were sinners,D,50,30,Romans 5:8
emek_q322,acts-and-epistles,hard,9,What are the wages of sin?,Suffering,Death,Poverty,Shame,B,50,30,Romans 6:23
emek_q323,acts-and-epistles,hard,9,What is there for those in Christ Jesus?,No suffering,No temptation,No trials,No condemnation,D,50,30,Romans 8:1
emek_q324,acts-and-epistles,hard,9,What works together for good for those who love God?,Only blessings,All things,Only trials,Only prayers,B,50,30,Romans 8:28
emek_q325,acts-and-epistles,hard,9,What confession is linked with salvation?,I am a sinner,God is one,Christ will return,Jesus is Lord,D,50,30,Romans 10:9
emek_q326,acts-and-epistles,hard,9,What should believers not be conformed to?,The Law,This world,Other believers,Their past,B,50,30,Romans 12:2
emek_q327,acts-and-epistles,hard,9,What is a believer's body called?,A vessel of clay,A living sacrifice,A house of prayer,A temple of the Holy Spirit,D,50,30,1 Corinthians 6:19
emek_q328,acts-and-epistles,hard,9,What does God provide with temptation?,Forgiveness only,A way of escape,A warning,Strength to endure alone,B,50,30,1 Corinthians 10:13
emek_q329,acts-and-epistles,hard,9,What is love described as?,Bold and fearless,Wise and just,Strong and enduring,Patient and kind,D,50,30,1 Corinthians 13:4
emek_q330,acts-and-epistles,hard,9,For what did Christ die?,The Law,Our sins,The temple,Our weaknesses,B,50,30,1 Corinthians 15:3
emek_q331,acts-and-epistles,hard,9,What is someone in Christ?,A forgiven servant,An adopted child only,A holy priest,A new creation,D,50,30,2 Corinthians 5:17
emek_q332,acts-and-epistles,hard,9,What did Paul say about Christ and his life?,Christ is my teacher,Christ lives in me,Christ is my king,Christ is my judge,B,50,30,Galatians 2:20
emek_q333,acts-and-epistles,hard,9,What begins the fruit of the Spirit list?,Joy,Peace,Faith,Love,D,50,30,Galatians 5:22
emek_q334,acts-and-epistles,hard,9,What should believers do with one another's burdens?,Ignore them,Bear them,Judge them,Report them,B,50,30,Galatians 6:2
emek_q335,acts-and-epistles,hard,9,How are believers saved?,By keeping the Law,By good works alone,By baptism alone,By grace through faith,D,50,30,Ephesians 2:8
emek_q336,acts-and-epistles,hard,9,What should believers put on?,A robe of righteousness,The whole armor of God,A crown of glory,A garment of praise,B,50,30,Ephesians 6:11
emek_q337,acts-and-epistles,hard,9,What did Paul say living is?,Service,Suffering,Joy,Christ,D,50,30,Philippians 1:21
emek_q338,acts-and-epistles,hard,9,What does Paul command believers to do?,Fast continually,Rejoice in the Lord,Judge the world,Seek riches,B,50,30,Philippians 4:4
emek_q339,acts-and-epistles,hard,9,What can Paul do through Christ?,Only great things,Only spiritual things,Only what he asks for,All things,D,50,30,Philippians 4:13
emek_q340,acts-and-epistles,hard,9,What should believers set their minds on?,Earthly riches,Things above,The Law,Their own strength,B,50,30,Colossians 3:2
emek_q341,acts-and-epistles,hard,9,What visible sign appeared over the disciples at Pentecost?,Tongues as of fire,A rainbow,A star,A cloud,A,50,30,Acts 2:3
emek_q342,acts-and-epistles,hard,9,Who preached the major sermon at Pentecost in Acts 2?,Peter,Paul,Stephen,James,A,50,30,Acts 2:14-41
emek_q343,acts-and-epistles,hard,9,About how many people were added to the believers after Peter's Pentecost sermon?,300,"1,000","3,000","5,000",C,50,30,Acts 2:41
emek_q344,acts-and-epistles,hard,9,What did the early believers devote themselves to according to Acts 2?,"Teaching, fellowship, breaking bread, and prayers",Military training,Political meetings,Temple commerce,A,50,30,Acts 2:42
emek_q345,acts-and-epistles,hard,9,Who was the first Gentile convert prominently described in Acts?,Cornelius,Felix,Festus,Sergius Paulus,A,50,30,Acts 10:1-2
emek_q346,acts-and-epistles,hard,9,What was Cornelius's occupation?,Roman centurion,Jewish priest,Governor,Merchant,A,50,30,Acts 10:1
emek_q347,acts-and-epistles,hard,9,What vision did Peter receive before meeting Cornelius?,A sheet filled with animals,A burning bush,A ladder to heaven,A scroll of the Law,A,50,30,Acts 10:11-16
emek_q348,acts-and-epistles,hard,9,What did Peter learn from his vision in Acts 10?,God shows no partiality,Only Jews can be saved,Animals are never to be eaten,Rome should be conquered,A,50,30,Acts 10:34-35
emek_q349,acts-and-epistles,hard,9,Which church sent Paul and Barnabas out for missionary work?,Antioch,Jerusalem,Rome,Corinth,A,50,30,Acts 13:1-3
emek_q350,acts-and-epistles,hard,9,What did Paul and Barnabas do when Gentiles were included in the church?,Defended their inclusion through the Jerusalem council,Rejected them,Moved to Rome,Stopped preaching,A,50,30,Acts 15:1-29
emek_q351,acts-and-epistles,hard,9,Who presided prominently at the Jerusalem Council and summarized the decision?,James,Peter,Paul,Barnabas,A,50,30,Acts 15:13-19
emek_q352,acts-and-epistles,hard,9,What did the Jerusalem Council decide about Gentile believers?,They should not be required to become Jews,They must be circumcised,They could not enter churches,They must live in Jerusalem,A,50,30,Acts 15:19-20
emek_q353,acts-and-epistles,hard,9,Who was Paul's tentmaking coworker in Corinth?,Aquila,Silas,Titus,Epaphroditus,A,50,30,Acts 18:2-3
emek_q354,acts-and-epistles,hard,9,Who was Aquila's wife?,Priscilla,Phoebe,Lydia,Junia,A,50,30,Acts 18:2
emek_q355,acts-and-epistles,hard,9,Who was an eloquent Jewish teacher from Alexandria who knew the Scriptures?,Apollos,Crispus,Tychicus,Onesimus,A,50,30,Acts 18:24
emek_q356,acts-and-epistles,hard,9,Who explained the way of God more accurately to Apollos?,Priscilla and Aquila,Peter and John,Paul and Barnabas,James and Jude,A,50,30,Acts 18:26
emek_q357,acts-and-epistles,hard,9,Which runaway slave became a Christian and was the subject of Paul's letter to Philemon?,Onesimus,Tychicus,Epaphras,Aristarchus,A,50,30,Philemon 1:10-12
emek_q358,acts-and-epistles,hard,9,What did Paul call Onesimus in relation to Philemon?,A beloved brother,A Roman official,A high priest,A soldier,A,50,30,Philemon 1:16
emek_q359,acts-and-epistles,hard,9,Which letter emphasizes justification by faith and Abraham as an example?,Romans,Hebrews,James,Jude,A,50,30,Romans 4:1-5
emek_q360,acts-and-epistles,hard,9,Which letter warns that faith without works is dead?,James,Romans,Galatians,Ephesians,A,50,30,James 2:17
emek_q361,acts-and-epistles,hard,10,What should believers do always?,Fast,Mourn,Labor,Rejoice,D,60,30,1 Thessalonians 5:16
emek_q362,acts-and-epistles,hard,10,What should believers do without ceasing?,Fast,Pray,Give,Sing,B,60,30,1 Thessalonians 5:17
emek_q363,acts-and-epistles,hard,10,How is Scripture described?,Written by angels,Passed down by tradition,Sealed until the end,Breathed out by God,D,60,30,2 Timothy 3:16
emek_q364,acts-and-epistles,hard,10,How is God's word described?,Ancient and unchanging,Living and active,Silent and hidden,Written in stone alone,B,60,30,Hebrews 4:12
emek_q365,acts-and-epistles,hard,10,What is faith?,Certainty based on proof,Belief without any doubt,Confidence in one's own strength,Assurance of things hoped for and conviction of things not seen,D,60,30,Hebrews 11:1
emek_q366,acts-and-epistles,hard,10,What should someone lacking wisdom ask God for?,Riches,Wisdom,Long life,Victory over enemies,B,60,30,James 1:5
emek_q367,acts-and-epistles,hard,10,"What should believers be, not hearers only?",Teachers of the word,Judges of others,Keepers of tradition,Doers of the word,D,60,30,James 1:22
