id,level,difficulty,category,question,option_a,option_b,option_c,option_d,correct_answer,answer_text,reference,source_type,xp,topic
emek_q525,3,Moderate,Denominations & Movements,Which tradition traces its modern origins to John Wesley’s revival movement?,Los Angeles,Anabaptism,Methodism,Pentecostalism,C,Methodism,"John Wesley, sermons and journals; Methodist history",Denominations,20,Denominations
emek_q526,3,Moderate,Christian Scholarship,What is patristics?,Drawing meaning from a text through interpretation,The study of the early Christian Fathers and their writings,The study and practice of interpreting biblical texts,Writing attributed to a person other than the actual author,B,The study of the early Christian Fathers and their writings,Patristic studies terminology,Scholarship,20,Scholarship
emek_q527,3,Moderate,Missions,Which organization was founded in 1792 by William Carey and others as a Baptist missionary society?,"Lausanne, Switzerland",Baptist Missionary Society,Elisabeth Elliot,Peter Cameron Scott,B,Baptist Missionary Society,Baptist Missionary Society records; 1792,Modern missions,20,Modern missions
emek_q528,3,Moderate,Bible Studies,Is Song of Solomon part of the Old Testament or New Testament?,Old Testament,3,13,59,A,Old Testament,Song of Solomon; Protestant biblical canon,Canonical metadata,20,Bible books
emek_q529,3,Moderate,Church History,In what year or period is Azusa Street revival commonly dated?,1906,381,431,Second Great Awakening,A,1906,Azusa Street historical records,Historical source,20,Church history
emek_q530,3,Moderate,Christian Culture,What feast celebrates the resurrection of Jesus?,Eastertide,Pentecost,"A spoken blessing, often at the close of worship",Easter,D,Easter,Christian liturgical calendar; New Testament,Worship,20,Worship
emek_q531,3,Moderate,Christian Literature,Who is associated with the work “The Knowledge of the Holy”?,Thomas Aquinas,A. W. Tozer,Athanasius of Alexandria,Richard Foster,B,A. W. Tozer,"A. W. Tozer, The Knowledge of the Holy",Book/source,20,Christian books
emek_q532,3,Moderate,Christianity in India,What is the traditional name of the ancient Christian community of Kerala associated with Thomas?,Saint Thomas Christians,William Carey,Tranquebar,Hermann Gundert,A,Saint Thomas Christians,Thomas Christian tradition in India,India Christianity,20,India Christianity
emek_q533,3,Moderate,Christian Theology,What is reconciliation?,Incarnation,Restoration of relationship between parties who were estranged,Trinity,Theology proper,B,Restoration of relationship between parties who were estranged,2 Corinthians 5:18-20,Doctrine,20,Doctrine
emek_q534,3,Moderate,Creeds & Confessions,What is the title of the 39 doctrinal statements of the Church of England?,Augsburg Confession,Thirty-Nine Articles,Athanasian Creed,Second London Baptist Confession,B,Thirty-Nine Articles,Thirty-Nine Articles (1571),Anglicanism,20,Anglicanism
emek_q535,3,Moderate,Denominations & Movements,Which Reformation tradition is associated with John Calvin?,Reformed tradition,Anabaptism,Los Angeles,Pentecostalism,A,Reformed tradition,"Calvin, Institutes; Reformation history",Denominations,20,Denominations
emek_q536,3,Moderate,Christian Scholarship,What is canon in biblical studies?,The study and practice of interpreting biblical texts,Writing attributed to a person other than the actual author,The recognized collection of authoritative Scriptures,Drawing meaning from a text through interpretation,C,The recognized collection of authoritative Scriptures,Early church canonical lists; biblical canon studies,Scholarship,20,Scholarship
emek_q537,3,Moderate,Missions,Who is widely known for missionary work in India and translating Scripture into Bengali?,William Carey,Peter Cameron Scott,Elisabeth Elliot,"Lausanne, Switzerland",A,William Carey,"William Carey, Enquiry; Serampore mission records",Modern missions,20,Modern missions
emek_q538,3,Moderate,Bible Studies,How many chapters are in the book of 1 Kings?,3,22,59,13,B,22,1 Kings (chapter count),Bible reference metadata,20,Bible books
emek_q539,3,Moderate,Church History,What council met in 325 to address the Arian controversy?,381,Second Great Awakening,Council of Nicaea,431,C,Council of Nicaea,"Eusebius, Life of Constantine 3.6-14",Ecumenical councils,20,Ecumenical councils
emek_q540,3,Moderate,Christian Culture,What is the season of the Christian calendar leading up to Christmas called?,Pentecost,Advent,"A spoken blessing, often at the close of worship",Eastertide,B,Advent,Christian liturgical calendar,Worship,20,Worship
emek_q541,3,Moderate,Christian Literature,Who is associated with the work “The Anabaptist Vision”?,Harold S. Bender,Richard Foster,Thomas Aquinas,Athanasius of Alexandria,A,Harold S. Bender,"Harold S. Bender, The Anabaptist Vision",Book/source,20,Christian books
emek_q542,3,Moderate,Christianity in India,What is the ancient East Syrian liturgical tradition historically used by many Saint Thomas Christians called?,East Syriac tradition,William Carey,Hermann Gundert,Tranquebar,A,East Syriac tradition,Thomas Christian liturgical history,India Christianity,20,India Christianity
emek_q543,3,Moderate,Christian Theology,What term refers to the process of being made holy?,Theology proper,Trinity,Incarnation,Sanctification,D,Sanctification,1 Thessalonians 4:3; Christian theology,Doctrine,20,Doctrine
emek_q544,3,Moderate,Creeds & Confessions,What confession was adopted by the Westminster Assembly in the 1640s?,Westminster Confession of Faith,Second London Baptist Confession,Augsburg Confession,Athanasian Creed,A,Westminster Confession of Faith,Westminster Confession of Faith (1646),Confessions,20,Confessions
emek_q545,3,Moderate,Christian Scholarship,What is textual criticism primarily concerned with in biblical studies?,Reconstructing the earliest attainable text from manuscript evidence,The study and practice of interpreting biblical texts,Drawing meaning from a text through interpretation,Writing attributed to a person other than the actual author,A,Reconstructing the earliest attainable text from manuscript evidence,New Testament textual criticism methodology,Scholarship,20,Scholarship
emek_q546,3,Moderate,Missions,Who is associated with missionary work in the Congo and the book Through Gates of Splendor?,"Lausanne, Switzerland",Jim Elliot,Elisabeth Elliot,Peter Cameron Scott,B,Jim Elliot,Through Gates of Splendor; Elisabeth Elliot,Modern missions,20,Modern missions
emek_q547,3,Moderate,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Isaiah?",13,59,23,3,C,23,"Protestant biblical canon, book order",Canonical metadata,20,Bible books
emek_q548,3,Moderate,Church History,What document of 1215 limited aspects of royal authority in medieval England?,Second Great Awakening,431,Magna Carta,381,C,Magna Carta,Magna Carta (1215),Christian-era history,20,Christian-era history
emek_q549,3,Moderate,Christian Culture,What is a doxology?,Eastertide,An expression of praise to God,Pentecost,"A spoken blessing, often at the close of worship",B,An expression of praise to God,Christian worship terminology,Worship,20,Worship
emek_q550,3,Moderate,Christian Literature,Who wrote The Cost of Discipleship?,Thomas Aquinas,Athanasius of Alexandria,Dietrich Bonhoeffer,Richard Foster,C,Dietrich Bonhoeffer,"Dietrich Bonhoeffer, The Cost of Discipleship",Christian theology,20,Christian theology
emek_q551,4,Intermediate,Christianity in India,Which apostle is traditionally associated with the ancient Christian community of Kerala?,Hermann Gundert,Thomas,Tranquebar,William Carey,B,Thomas,Acts of Thomas tradition; Thomas Christian tradition in India,India Christianity,25,India Christianity
emek_q552,4,Intermediate,Christian Theology,What term refers to the study of salvation?,Trinity,Incarnation,Theology proper,Soteriology,D,Soteriology,Christian theological terminology,Doctrine,25,Doctrine
emek_q553,4,Intermediate,Creeds & Confessions,What confession is associated with the English Puritans and Congregationalists and was adopted in 1658?,Second London Baptist Confession,Athanasian Creed,Augsburg Confession,Savoy Declaration,D,Savoy Declaration,Savoy Declaration (1658),Confessions,25,Confessions
emek_q554,4,Intermediate,Missions,Who founded the Methodist missions movement in the early modern period?,John Wesley,Peter Cameron Scott,Elisabeth Elliot,"Lausanne, Switzerland",A,John Wesley,"John Wesley, Journal",Methodist missions,25,Methodist missions
emek_q555,4,Intermediate,Bible Studies,Is Nehemiah part of the Old Testament or New Testament?,59,13,3,Old Testament,D,Old Testament,Nehemiah; Protestant biblical canon,Canonical metadata,25,Bible books
emek_q556,4,Intermediate,Church History,What event or institution is associated with 313?,381,Edict of Milan,431,Second Great Awakening,B,Edict of Milan,Edict of Milan,Historical source,25,Church history
emek_q557,4,Intermediate,Christian Culture,What feast traditionally commemorates Jesus’ ascension?,Ascension Day,Eastertide,Pentecost,"A spoken blessing, often at the close of worship",A,Ascension Day,Acts 1:9-11; Christian calendar,Worship,25,Worship
emek_q558,4,Intermediate,Christian Literature,Who wrote The Pursuit of God?,Thomas Aquinas,Richard Foster,Athanasius of Alexandria,A. W. Tozer,D,A. W. Tozer,"A. W. Tozer, The Pursuit of God",Christian spirituality,25,Christian spirituality
emek_q559,4,Intermediate,Christian Theology,What theological term refers to God declaring a sinner righteous?,Incarnation,Theology proper,Trinity,Justification,D,Justification,Romans 3:21-26; Reformation confessions,Doctrine,25,Doctrine
emek_q560,4,Intermediate,Creeds & Confessions,What Methodist doctrinal summary is commonly associated with John Wesley?,Augsburg Confession,Articles of Religion,Second London Baptist Confession,Athanasian Creed,B,Articles of Religion,Methodist Articles of Religion,Methodism,25,Methodism
emek_q561,4,Intermediate,Missions,Who founded the China Inland Mission?,James Hudson Taylor,Peter Cameron Scott,Elisabeth Elliot,"Lausanne, Switzerland",A,James Hudson Taylor,China Inland Mission history,Modern missions,25,Modern missions
emek_q562,4,Intermediate,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Titus?",56,59,3,13,A,56,"Protestant biblical canon, book order",Canonical metadata,25,Bible books
emek_q563,4,Intermediate,Church History,In what year or period is Synod of Dort commonly dated?,Second Great Awakening,431,381,1618–1619,D,1618–1619,Synod of Dort,Historical source,25,Church history
emek_q564,4,Intermediate,Christian Literature,Who is associated with the work “The Confessions of St. Patrick”?,Thomas Aquinas,Richard Foster,Athanasius of Alexandria,Patrick,D,Patrick,"Patrick, Confessio",Book/source,25,Christian books
emek_q565,4,Intermediate,Christian Theology,What theological term means God’s unmerited favor toward sinners?,Trinity,Theology proper,Grace,Incarnation,C,Grace,Ephesians 2:8-9; Christian doctrine,Doctrine,25,Doctrine
emek_q566,4,Intermediate,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Job?",13,59,18,3,C,18,"Protestant biblical canon, book order",Canonical metadata,25,Bible books
emek_q567,4,Intermediate,Church History,Which English monarch established the Church of England’s break with papal jurisdiction during the 1530s?,Second Great Awakening,431,381,Henry VIII,D,Henry VIII,Acts of Supremacy (1534),Reformation,25,Reformation
emek_q568,4,Intermediate,Christian Literature,Who is associated with the work “Ecclesiastical History”?,Thomas Aquinas,Eusebius,Athanasius of Alexandria,Richard Foster,B,Eusebius,"Eusebius, Ecclesiastical History",Book/source,25,Christian books
emek_q569,4,Intermediate,Christian Theology,What is regeneration?,New birth or spiritual rebirth,Trinity,Incarnation,Theology proper,A,New birth or spiritual rebirth,John 3:3-8; Titus 3:5,Doctrine,25,Doctrine
emek_q570,4,Intermediate,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Leviticus?",3,59,Historical,13,A,3,"Protestant biblical canon, book order",Canonical metadata,25,Bible books
emek_q571,4,Intermediate,Church History,What event or institution is associated with 381?,Second Great Awakening,431,Council of Constantinople,381,C,Council of Constantinople,First Council of Constantinople,Historical source,25,Church history
emek_q572,4,Intermediate,Christian Literature,Who wrote Institutes of the Christian Religion?,Thomas Aquinas,Richard Foster,John Calvin,Athanasius of Alexandria,C,John Calvin,"John Calvin, Institutes of the Christian Religion",Reformation,25,Reformation
emek_q573,4,Intermediate,Christian Theology,What term refers to the study of the last things?,Eschatology,Trinity,Theology proper,Incarnation,A,Eschatology,Christian theological terminology,Doctrine,25,Doctrine
emek_q574,4,Intermediate,Bible Studies,Is 2 Kings part of the Old Testament or New Testament?,13,59,3,Old Testament,D,Old Testament,2 Kings; Protestant biblical canon,Canonical metadata,25,Bible books
emek_q575,4,Intermediate,Church History,Which bishop of Hippo wrote Confessions?,381,Second Great Awakening,Augustine of Hippo,431,C,Augustine of Hippo,"Augustine, Confessions",Christian literature,25,Christian literature
emek_q576,4,Intermediate,Christian Literature,Who is associated with the work “The Book of Common Prayer”?,Athanasius of Alexandria,Thomas Aquinas,Thomas Cranmer tradition,Richard Foster,C,Thomas Cranmer tradition,Book of Common Prayer,Book/source,25,Christian books
emek_q577,4,Intermediate,Christian Theology,What is glorification?,Trinity,Incarnation,Theology proper,The final transformation of believers into the likeness of Christ,D,The final transformation of believers into the likeness of Christ,Romans 8:30; 1 Corinthians 15:42-49,Doctrine,25,Doctrine
emek_q578,4,Intermediate,Bible Studies,Which broad literary section is Acts commonly placed in?,3,13,59,History,D,History,Introduction to Acts; Protestant Bible classification,Bible reference metadata,25,Bible books
emek_q579,4,Intermediate,Church History,Who wrote the Rule of Saint Benedict?,Second Great Awakening,Benedict of Nursia,381,431,B,Benedict of Nursia,Rule of Saint Benedict,Monasticism,25,Monasticism
emek_q580,4,Intermediate,Christian Literature,Who is associated with the work “Confessions”?,Richard Foster,Thomas Aquinas,Athanasius of Alexandria,Augustine,D,Augustine,"Augustine, Confessions",Book/source,25,Christian books
emek_q581,4,Intermediate,Christian Theology,What is redemption?,Theology proper,Deliverance associated with a price or ransom,Incarnation,Trinity,B,Deliverance associated with a price or ransom,Ephesians 1:7; Christian theology,Doctrine,25,Doctrine
emek_q582,4,Intermediate,Bible Studies,Which broad literary section is Leviticus commonly placed in?,13,59,Pentateuch,3,C,Pentateuch,Introduction to Leviticus; Protestant Bible classification,Bible reference metadata,25,Bible books
emek_q583,4,Intermediate,Church History,Which early Christian text is a major source for the baptismal and Eucharistic practice of its community?,381,431,Second Great Awakening,Didache,D,Didache,Didache 7-10,Early Christianity,25,Early Christianity
emek_q584,4,Intermediate,Christian Literature,Who is associated with the work “Grace Abounding to the Chief of Sinners”?,John Bunyan,Thomas Aquinas,Athanasius of Alexandria,Richard Foster,A,John Bunyan,"John Bunyan, Grace Abounding",Book/source,25,Christian books
emek_q585,4,Intermediate,Christian Theology,What is original sin in Western Christian theology?,Theology proper,Trinity,Incarnation,The inherited condition of sinfulness associated with humanity’s fall,D,The inherited condition of sinfulness associated with humanity’s fall,"Augustine, writings on sin; Romans 5",Doctrine,25,Doctrine
emek_q586,4,Intermediate,Bible Studies,Which broad literary section is Jude commonly placed in?,General Epistle,13,59,3,A,General Epistle,Introduction to Jude; Protestant Bible classification,Bible reference metadata,25,Bible books
emek_q587,4,Intermediate,Church History,Which Roman emperor was associated with the Great Persecution beginning in 303?,381,431,Diocletian,Second Great Awakening,C,Diocletian,"Lactantius, On the Deaths of the Persecutors",Roman Empire,25,Roman Empire
emek_q588,4,Intermediate,Christian Literature,What is the title of Augustine’s work describing his spiritual autobiography and prayers?,Confessions,Richard Foster,Athanasius of Alexandria,Thomas Aquinas,A,Confessions,"Augustine, Confessions",Christian literature,25,Christian literature
emek_q589,4,Intermediate,Christian Theology,What term refers to the study of the church?,Incarnation,Trinity,Ecclesiology,Theology proper,C,Ecclesiology,Christian theological terminology,Doctrine,25,Doctrine
emek_q590,4,Intermediate,Bible Studies,How many chapters are in the book of Galatians?,6,3,13,59,A,6,Galatians (chapter count),Bible reference metadata,25,Bible books
emek_q591,4,Intermediate,Church History,In what year or period is Second Great Awakening commonly dated?,early 19th century,431,Second Great Awakening,381,A,early 19th century,American revival history,Historical source,25,Church history
emek_q592,4,Intermediate,Christian Literature,Who is associated with the work “The Spirit of the Disciplines”?,Dallas Willard,Richard Foster,Athanasius of Alexandria,Thomas Aquinas,A,Dallas Willard,"Dallas Willard, The Spirit of the Disciplines",Book/source,25,Christian books
emek_q593,4,Intermediate,Christian Theology,What term refers to the study of the Holy Spirit?,Trinity,Incarnation,Theology proper,Pneumatology,D,Pneumatology,Christian theological terminology,Doctrine,25,Doctrine
emek_q594,4,Intermediate,Bible Studies,Is Habakkuk part of the Old Testament or New Testament?,Old Testament,3,13,59,A,Old Testament,Habakkuk; Protestant biblical canon,Canonical metadata,25,Bible books
emek_q595,4,Intermediate,Church History,What event or institution is associated with 1545–1563?,Council of Trent,381,431,Second Great Awakening,A,Council of Trent,Council of Trent,Historical source,25,Church history
emek_q596,4,Intermediate,Christian Literature,Who wrote Knowing God?,Thomas Aquinas,J. I. Packer,Athanasius of Alexandria,Richard Foster,B,J. I. Packer,"J. I. Packer, Knowing God",Christian theology,25,Christian theology
emek_q597,4,Intermediate,Bible Studies,How many chapters are in the book of 2 Timothy?,59,3,13,4,D,4,2 Timothy (chapter count),Bible reference metadata,25,Bible books
emek_q598,4,Intermediate,Church History,Who wrote the Didache?,381,Unknown early Christian author/editor,431,Second Great Awakening,B,Unknown early Christian author/editor,Didache,Early Christianity,25,Early Christianity
emek_q599,4,Intermediate,Christian Literature,Who is associated with the work “Freedom of a Christian”?,Martin Luther,Athanasius of Alexandria,Thomas Aquinas,Richard Foster,A,Martin Luther,"Martin Luther, The Freedom of a Christian",Book/source,25,Christian books
emek_q600,4,Intermediate,Bible Studies,Is Jeremiah part of the Old Testament or New Testament?,13,59,Old Testament,3,C,Old Testament,Jeremiah; Protestant biblical canon,Canonical metadata,25,Bible books
emek_q601,5,Advanced,Church History,In what year or period is Peace of Augsburg commonly dated?,431,381,1555,Second Great Awakening,C,1555,Peace of Augsburg,Historical source,30,Church history
emek_q602,5,Advanced,Christian Literature,Who is associated with the work “City of God”?,Augustine,Athanasius of Alexandria,Thomas Aquinas,Richard Foster,A,Augustine,"Augustine, City of God",Book/source,30,Christian books
emek_q603,5,Advanced,Bible Studies,Which broad literary section is Deuteronomy commonly placed in?,3,59,13,Pentateuch,D,Pentateuch,Introduction to Deuteronomy; Protestant Bible classification,Bible reference metadata,30,Bible books
emek_q604,5,Advanced,Church History,In what year or period is Salvation Army commonly dated?,381,431,1865,Second Great Awakening,C,1865,William and Catherine Booth; Salvation Army history,Historical source,30,Church history
emek_q605,5,Advanced,Christian Literature,Who wrote The City of God?,Athanasius of Alexandria,Richard Foster,Augustine of Hippo,Thomas Aquinas,C,Augustine of Hippo,"Augustine, City of God",Christian literature,30,Christian literature
emek_q606,5,Advanced,Bible Studies,How many chapters are in the book of 3 John?,3,59,13,1,D,1,3 John (chapter count),Bible reference metadata,30,Bible books
emek_q607,5,Advanced,Church History,In what year or period is Society for the Propagation of the Gospel commonly dated?,431,381,1701,Second Great Awakening,C,1701,SPG history,Historical source,30,Church history
emek_q608,5,Advanced,Christian Literature,Who is associated with the work “Bondage of the Will”?,Martin Luther,Richard Foster,Thomas Aquinas,Athanasius of Alexandria,A,Martin Luther,"Martin Luther, The Bondage of the Will",Book/source,30,Christian books
emek_q609,5,Advanced,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Romans?",45,3,13,59,A,45,"Protestant biblical canon, book order",Canonical metadata,30,Bible books
emek_q610,5,Advanced,Church History,In what year or period is Moravian Church missions commonly dated?,Second Great Awakening,381,18th century,431,C,18th century,Moravian mission history,Historical source,30,Church history
emek_q611,5,Advanced,Christian Literature,Who wrote Mere Christianity?,Athanasius of Alexandria,C. S. Lewis,Thomas Aquinas,Richard Foster,B,C. S. Lewis,"C. S. Lewis, Mere Christianity",Christian apologetics,30,Christian apologetics
emek_q612,5,Advanced,Bible Studies,Which broad literary section is 2 Chronicles commonly placed in?,Historical,13,59,3,A,Historical,Introduction to 2 Chronicles; Protestant Bible classification,Bible reference metadata,30,Bible books
emek_q613,5,Advanced,Church History,In what year or period is Student Volunteer Movement commonly dated?,431,1886,Second Great Awakening,381,B,1886,Missionary movement history,Historical source,30,Church history
emek_q614,5,Advanced,Christian Literature,Who wrote The Four Loves?,Athanasius of Alexandria,Thomas Aquinas,C. S. Lewis,Richard Foster,C,C. S. Lewis,"C. S. Lewis, The Four Loves",Christian literature,30,Christian literature
emek_q615,5,Advanced,Bible Studies,Which broad literary section is Revelation commonly placed in?,59,3,Apocalyptic,13,C,Apocalyptic,Introduction to Revelation; Protestant Bible classification,Bible reference metadata,30,Bible books
emek_q616,5,Advanced,Church History,In what year or period is Basel Mission commonly dated?,1815,431,Second Great Awakening,381,A,1815,Basel Mission history,Historical source,30,Church history
emek_q617,5,Advanced,Christian Literature,Who is associated with the work “Don’t Waste Your Life”?,John Piper,Richard Foster,Athanasius of Alexandria,Thomas Aquinas,A,John Piper,"John Piper, Don’t Waste Your Life",Book/source,30,Christian books
emek_q618,5,Advanced,Bible Studies,Is 2 Samuel part of the Old Testament or New Testament?,3,Old Testament,59,13,B,Old Testament,2 Samuel; Protestant biblical canon,Canonical metadata,30,Bible books
emek_q619,5,Advanced,Church History,In what year or period is Evangelical Alliance commonly dated?,1846,381,Second Great Awakening,431,A,1846,Evangelical Alliance history,Historical source,30,Church history
emek_q620,5,Advanced,Christian Literature,Who wrote The Hiding Place?,Richard Foster,Athanasius of Alexandria,Corrie ten Boom,Thomas Aquinas,C,Corrie ten Boom,"Corrie ten Boom, The Hiding Place",Christian biography,30,Christian biography
emek_q621,5,Advanced,Bible Studies,Which broad literary section is Nehemiah commonly placed in?,3,13,Historical,59,C,Historical,Introduction to Nehemiah; Protestant Bible classification,Bible reference metadata,30,Bible books
emek_q622,5,Advanced,Church History,In what year or period is Council of Chalcedon commonly dated?,Second Great Awakening,451,431,381,B,451,Council of Chalcedon,Historical source,30,Church history
emek_q623,5,Advanced,Christian Literature,Who is associated with the work “Proslogion”?,Athanasius of Alexandria,Anselm,Richard Foster,Thomas Aquinas,B,Anselm,"Anselm, Proslogion",Book/source,30,Christian books
emek_q624,5,Advanced,Bible Studies,How many chapters are in the book of 2 Peter?,59,Historical,3,13,C,3,2 Peter (chapter count),Bible reference metadata,30,Bible books
emek_q625,5,Advanced,Church History,What event or institution is associated with 325?,431,Second Great Awakening,381,Council of Nicaea,D,Council of Nicaea,Council of Nicaea,Historical source,30,Church history
emek_q626,5,Advanced,Christian Literature,Who is associated with the work “Shadow of the Almighty”?,Elisabeth Elliot,Thomas Aquinas,Richard Foster,Athanasius of Alexandria,A,Elisabeth Elliot,"Elisabeth Elliot, Shadow of the Almighty",Book/source,30,Christian books
emek_q627,5,Advanced,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Micah?",13,3,59,33,D,33,"Protestant biblical canon, book order",Canonical metadata,30,Bible books
emek_q628,5,Advanced,Church History,Who is commonly called the father of monasticism in connection with the Egyptian desert?,Second Great Awakening,431,Anthony the Great,381,C,Anthony the Great,"Athanasius, Life of Antony",Monasticism,30,Monasticism
emek_q629,5,Advanced,Christian Literature,Who wrote The Hound of Heaven?,Richard Foster,Thomas Aquinas,Francis Thompson,Athanasius of Alexandria,C,Francis Thompson,"Francis Thompson, The Hound of Heaven",Christian poetry,30,Christian poetry
emek_q630,5,Advanced,Bible Studies,Is 1 Chronicles part of the Old Testament or New Testament?,59,3,Old Testament,13,C,Old Testament,1 Chronicles; Protestant biblical canon,Canonical metadata,30,Bible books
emek_q631,5,Advanced,Church History,In what year or period is Billy Graham’s first major Los Angeles evangelistic campaign commonly dated?,431,1949,381,Second Great Awakening,B,1949,Billy Graham archives / campaign history,Historical source,30,Church history
emek_q632,5,Advanced,Christian Literature,Who wrote The Cross of Christ?,Richard Foster,John Stott,Thomas Aquinas,Athanasius of Alexandria,B,John Stott,"John Stott, The Cross of Christ",Christian theology,30,Christian theology
emek_q633,5,Advanced,Bible Studies,Is Joel part of the Old Testament or New Testament?,Old Testament,59,13,3,A,Old Testament,Joel; Protestant biblical canon,Canonical metadata,30,Bible books
emek_q634,5,Advanced,Church History,In what year or period is Lausanne Congress commonly dated?,1974,381,431,Second Great Awakening,A,1974,Lausanne Covenant,Historical source,30,Church history
emek_q635,5,Advanced,Christian Literature,Who is associated with the work “On Christian Doctrine”?,Richard Foster,Thomas Aquinas,Augustine,Athanasius of Alexandria,C,Augustine,"Augustine, On Christian Doctrine",Book/source,30,Christian books
emek_q636,5,Advanced,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Song of Solomon?",59,3,13,22,D,22,"Protestant biblical canon, book order",Canonical metadata,30,Bible books
emek_q637,5,Advanced,Church History,What event or institution is associated with 1844?,381,431,Young Men’s Christian Association,Second Great Awakening,C,Young Men’s Christian Association,YMCA history,Historical source,30,Church history
emek_q638,5,Advanced,Christian Literature,What is the name of Patrick’s autobiographical work?,Athanasius of Alexandria,Richard Foster,Thomas Aquinas,Confessio,D,Confessio,"Patrick, Confessio",Christian history,30,Christian history
emek_q639,5,Advanced,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Joel?",13,29,3,59,B,29,"Protestant biblical canon, book order",Canonical metadata,30,Bible books
emek_q640,5,Advanced,Church History,What event or institution is associated with 18th century?,431,381,Second Great Awakening,First Great Awakening,D,First Great Awakening,American revival history,Historical source,30,Church history
emek_q641,5,Advanced,Christian Literature,Who wrote The Practice of the Presence of God?,Richard Foster,Thomas Aquinas,Brother Lawrence,Athanasius of Alexandria,C,Brother Lawrence,"Brother Lawrence, The Practice of the Presence of God",Christian spirituality,30,Christian spirituality
emek_q642,5,Advanced,Bible Studies,How many chapters are in the book of 1 Thessalonians?,59,5,13,3,B,5,1 Thessalonians (chapter count),Bible reference metadata,30,Bible books
emek_q643,5,Advanced,Church History,What event or institution is associated with 431?,431,Council of Ephesus,381,Second Great Awakening,B,Council of Ephesus,Council of Ephesus,Historical source,30,Church history
emek_q644,5,Advanced,Christian Literature,Who wrote The Confessions of St. Patrick?,Athanasius of Alexandria,Thomas Aquinas,Richard Foster,Patrick of Ireland,D,Patrick of Ireland,Confessio of Patrick,Christian history,30,Christian history
emek_q645,5,Advanced,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of 2 Samuel?",59,10,3,13,B,10,"Protestant biblical canon, book order",Canonical metadata,30,Bible books
emek_q646,5,Advanced,Church History,What event or institution is associated with 1846?,Second Great Awakening,381,431,Evangelical Alliance,D,Evangelical Alliance,Evangelical Alliance history,Historical source,30,Church history
emek_q647,5,Advanced,Christian Literature,Who is associated with the work “Life Together”?,Athanasius of Alexandria,Thomas Aquinas,Richard Foster,Dietrich Bonhoeffer,D,Dietrich Bonhoeffer,"Dietrich Bonhoeffer, Life Together",Book/source,30,Christian books
emek_q648,5,Advanced,Bible Studies,How many chapters are in the book of 1 John?,59,5,3,13,B,5,1 John (chapter count),Bible reference metadata,30,Bible books
emek_q649,5,Advanced,Church History,What event or institution is associated with 1521?,431,Second Great Awakening,Diet of Worms,381,C,Diet of Worms,Diet of Worms,Historical source,30,Church history
emek_q650,5,Advanced,Christian Literature,Who wrote Desiring God?,Thomas Aquinas,Richard Foster,John Piper,Athanasius of Alexandria,C,John Piper,"John Piper, Desiring God",Christian spirituality,30,Christian spirituality
emek_q651,6,Challenging,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Numbers?",59,3,13,4,D,4,"Protestant biblical canon, book order",Canonical metadata,35,Bible books
emek_q652,6,Challenging,Church History,Who is traditionally regarded as the author of the letter known as the First Apology?,431,Justin Martyr,Second Great Awakening,381,B,Justin Martyr,"Justin Martyr, First Apology",Early Christianity,35,Early Christianity
emek_q653,6,Challenging,Christian Literature,Who is associated with the work “Church History”?,Athanasius of Alexandria,Richard Foster,Thomas Aquinas,Bede,D,Bede,"Bede, Ecclesiastical History of the English People",Book/source,35,Christian books
emek_q654,6,Challenging,Bible Studies,How many chapters are in the book of 1 Samuel?,3,59,31,13,C,31,1 Samuel (chapter count),Bible reference metadata,35,Bible books
emek_q655,6,Challenging,Church History,In what year or period is Diet of Worms commonly dated?,381,1521,Second Great Awakening,431,B,1521,Diet of Worms,Historical source,35,Church history
emek_q656,6,Challenging,Christian Literature,Who wrote The Everlasting Man?,Richard Foster,Athanasius of Alexandria,Thomas Aquinas,G. K. Chesterton,D,G. K. Chesterton,"G. K. Chesterton, The Everlasting Man",Christian apologetics,35,Christian apologetics
emek_q657,6,Challenging,Bible Studies,Is Zechariah part of the Old Testament or New Testament?,Old Testament,3,59,13,A,Old Testament,Zechariah; Protestant biblical canon,Canonical metadata,35,Bible books
emek_q658,6,Challenging,Church History,In what year or period is Young Men’s Christian Association commonly dated?,381,1844,Second Great Awakening,431,B,1844,YMCA history,Historical source,35,Church history
emek_q659,6,Challenging,Christian Literature,Who wrote A Grief Observed?,Richard Foster,Thomas Aquinas,Athanasius of Alexandria,C. S. Lewis,D,C. S. Lewis,"C. S. Lewis, A Grief Observed",Christian literature,35,Christian literature
emek_q660,6,Challenging,Bible Studies,Is 2 Chronicles part of the Old Testament or New Testament?,3,59,Old Testament,13,C,Old Testament,2 Chronicles; Protestant biblical canon,Canonical metadata,35,Bible books
